Timestamp,Freq,Drive_Amp,Channel,X,Y,Z
146.433354,40,0.018,0,-0.009,0.012,0.429
146.433591,40,0.018,4,-0.0,0.488,0.002
146.433845,40,0.018,2,0.049,0.009,0.535
146.433934,40,0.018,0,-0.013,0.016,0.56
146.434172,40,0.018,4,0.001,0.617,0.007
146.434422,40,0.018,2,0.059,0.02,0.69
146.434514,40,0.018,0,-0.018,0.005,0.676
146.434753,40,0.018,4,-0.001,0.764,0.006
146.435,40,0.018,2,0.041,0.009,0.826
146.435095,40,0.018,0,-0.028,0.015,0.845
146.435333,40,0.018,4,-0.004,0.915,0.007
146.435577,40,0.018,2,0.05,0.026,0.979
146.435675,40,0.018,0,-0.014,-0.004,0.99
146.435914,40,0.018,4,-0.007,1.061,0.009
146.436155,40,0.018,2,0.042,0.035,1.139
146.436255,40,0.018,0,-0.012,-0.011,1.139
146.436494,40,0.018,4,-0.018,1.222,0.005
146.436733,40,0.018,2,0.02,0.029,1.273
146.436836,40,0.018,0,-0.012,-0.006,1.306
146.437075,40,0.018,4,-0.014,1.368,0.006
146.437311,40,0.018,2,0.021,0.044,1.425
146.437416,40,0.018,0,-0.018,-0.017,1.438
146.437656,40,0.018,4,-0.022,1.505,0.017
146.437888,40,0.018,2,0.01,0.031,1.569
146.437996,40,0.018,0,-0.036,0.002,1.579
146.438236,40,0.018,4,-0.029,1.639,0.013
146.438466,40,0.018,2,0.011,0.013,1.688
146.438576,40,0.018,0,-0.03,0.02,1.704
146.438817,40,0.018,4,-0.025,1.751,0.011
146.439043,40,0.018,2,0.008,0.018,1.808
146.439156,40,0.018,0,-0.047,0.02,1.796
146.439397,40,0.018,4,-0.025,1.849,0.014
146.439621,40,0.018,2,-0.009,0.018,1.906
146.439737,40,0.018,0,-0.052,0.018,1.904
146.439978,40,0.018,4,-0.031,1.937,0.007
146.440198,40,0.018,2,-0.019,0.033,1.975
146.440317,40,0.018,0,-0.037,-0.006,1.976
146.440558,40,0.018,4,-0.025,1.992,0.009
146.440776,40,0.018,2,-0.036,0.051,2.035
146.440897,40,0.018,0,-0.029,-0.016,2.029
146.441139,40,0.018,4,-0.028,2.037,0.016
146.441353,40,0.018,2,-0.039,0.051,2.064
146.441477,40,0.018,0,-0.028,-0.019,2.055
146.44172,40,0.018,4,-0.029,2.054,0.015
146.441931,40,0.018,2,-0.032,0.053,2.086
146.442057,40,0.018,0,-0.007,-0.017,2.056
146.4423,40,0.018,4,-0.032,2.041,0.01
146.442509,40,0.018,2,-0.034,0.03,2.067
146.442638,40,0.018,0,-0.024,-0.001,2.043
146.442881,40,0.018,4,-0.031,2.008,0.012
146.443086,40,0.018,2,-0.022,0.023,2.041
146.443218,40,0.018,0,-0.016,0.005,2.001
146.443461,40,0.018,4,-0.027,1.953,0.017
146.443664,40,0.018,2,-0.009,0.017,1.985
146.443799,40,0.018,0,-0.01,0.01,1.94
146.444042,40,0.018,4,-0.028,1.877,0.006
146.444241,40,0.018,2,0.011,0.028,1.899
146.444378,40,0.018,0,-0.028,0.003,1.85
146.444623,40,0.018,4,-0.022,1.781,0.012
146.444819,40,0.018,2,0.028,0.032,1.811
146.444959,40,0.018,0,-0.012,-0.008,1.747
146.445203,40,0.018,4,-0.018,1.671,0.011
146.445396,40,0.018,2,0.029,0.026,1.684
146.445539,40,0.018,0,-0.01,-0.004,1.651
146.445784,40,0.018,4,-0.023,1.547,0.008
146.445974,40,0.018,2,0.035,0.037,1.568
146.446119,40,0.018,0,-0.004,-0.016,1.509
146.446365,40,0.018,4,-0.01,1.408,0.008
146.446552,40,0.018,2,0.045,0.034,1.436
146.446699,40,0.018,0,0.007,-0.01,1.366
146.446945,40,0.018,4,-0.016,1.263,0.007
146.447129,40,0.018,2,0.037,0.019,1.278
146.44728,40,0.018,0,0.0,-0.0,1.229
146.447526,40,0.018,4,-0.011,1.114,0.009
146.447707,40,0.018,2,0.041,0.031,1.132
146.44786,40,0.018,0,-0.002,-0.008,1.062
146.448107,40,0.018,4,-0.008,0.962,0.013
146.448284,40,0.018,2,0.04,0.029,0.982
146.44844,40,0.018,0,-0.01,0.001,0.924
146.448687,40,0.018,4,-0.005,0.809,0.008
146.448862,40,0.018,2,0.029,0.028,0.827
146.44902,40,0.018,0,-0.016,-0.008,0.773
146.449268,40,0.018,4,0.002,0.664,0.009
146.449439,40,0.018,2,0.025,0.036,0.691
146.449601,40,0.018,0,-0.009,-0.01,0.622
146.449848,40,0.018,4,0.0,0.531,0.008
146.450017,40,0.018,2,0.013,0.026,0.535
146.450181,40,0.018,0,-0.037,0.006,0.497
146.450429,40,0.018,4,0.002,0.398,0.013
146.450594,40,0.018,2,0.001,0.034,0.415
146.450761,40,0.018,0,-0.028,-0.005,0.367
146.45101,40,0.018,4,0.007,0.281,0.004
146.451172,40,0.018,2,-0.01,0.036,0.307
146.451342,40,0.018,0,-0.037,0.0,0.25
146.45159,40,0.018,4,0.005,0.178,0.003
146.451749,40,0.018,2,-0.026,0.03,0.2
146.451922,40,0.018,0,-0.031,0.0,0.172
146.452171,40,0.018,4,0.014,0.096,0.01
146.452326,40,0.018,2,-0.041,0.052,0.122
146.452502,40,0.018,0,-0.033,-0.015,0.086
146.452751,40,0.018,4,0.018,0.03,0.006
146.452904,40,0.018,2,-0.053,0.05,0.056
146.453083,40,0.018,0,-0.027,0.002,0.027
146.453332,40,0.018,4,0.009,-0.016,0.002
146.453481,40,0.018,2,-0.066,0.033,0.006
146.453663,40,0.018,0,-0.029,0.008,-0.019
146.453913,40,0.018,4,0.013,-0.042,0.004
146.454059,40,0.018,2,-0.054,0.029,-0.001
146.454243,40,0.018,0,-0.011,0.01,-0.031
146.454493,40,0.018,4,0.015,-0.046,0.003
146.454636,40,0.018,2,-0.049,0.013,-0.025
146.454824,40,0.018,0,-0.034,0.029,-0.012
146.455074,40,0.018,4,0.015,-0.026,0.0
146.455214,40,0.018,2,-0.026,0.013,0.004
146.455404,40,0.018,0,-0.036,0.008,-0.008
146.455654,40,0.018,4,0.014,0.004,0.005
146.455792,40,0.018,2,-0.03,0.031,0.05
146.455984,40,0.018,0,-0.016,0.015,0.043
146.456235,40,0.018,4,0.014,0.068,0.006
146.456369,40,0.018,2,-0.009,0.021,0.094
146.456565,40,0.018,0,-0.01,0.015,0.121
146.456816,40,0.018,4,0.013,0.143,0.006
146.456947,40,0.018,2,-0.006,0.035,0.18
146.457145,40,0.018,0,-0.003,-0.007,0.192
146.457396,40,0.018,4,0.011,0.24,0.009
146.457524,40,0.018,2,0.011,0.024,0.28
146.457725,40,0.018,0,-0.004,0.01,0.3
146.457977,40,0.018,4,0.006,0.353,0.007
146.458102,40,0.018,2,0.013,0.001,0.382
146.458305,40,0.018,0,0.005,0.015,0.415
146.458557,40,0.018,4,0.007,0.476,0.01
146.45868,40,0.018,2,0.038,0.013,0.516
146.458886,40,0.018,0,-0.007,0.016,0.535
146.459138,40,0.018,4,0.001,0.614,0.007
146.459257,40,0.018,2,0.039,-0.003,0.645
146.459466,40,0.018,0,-0.007,0.029,0.694
146.459718,40,0.018,4,-0.003,0.759,0.007
146.459835,40,0.018,2,0.049,0.014,0.787
146.460046,40,0.018,0,-0.013,0.007,0.826
146.460299,40,0.018,4,-0.003,0.909,0.01
146.460413,40,0.018,2,0.052,0.03,0.95
146.460626,40,0.018,0,-0.027,-0.005,0.978
146.46088,40,0.018,4,-0.008,1.062,0.005
146.46099,40,0.018,2,0.046,0.022,1.089
146.461206,40,0.018,0,-0.016,-0.008,1.149
146.46146,40,0.018,4,-0.012,1.213,0.01
146.461568,40,0.018,2,0.043,0.04,1.235
146.461786,40,0.018,0,-0.015,-0.024,1.286
146.46204,40,0.018,4,-0.017,1.356,0.01
146.462146,40,0.018,2,0.019,0.049,1.403
146.462367,40,0.018,0,-0.044,-0.011,1.432
146.462621,40,0.018,4,-0.021,1.499,0.012
146.462723,40,0.018,2,0.014,0.033,1.527
146.462947,40,0.018,0,-0.029,-0.005,1.581
146.463201,40,0.018,4,-0.019,1.633,0.007
146.463301,40,0.018,2,0.013,0.032,1.66
146.463527,40,0.018,0,-0.04,-0.0,1.694
146.463782,40,0.018,4,-0.027,1.751,0.01
146.463878,40,0.018,2,0.003,0.022,1.78
146.464108,40,0.018,0,-0.05,0.01,1.806
146.464362,40,0.018,4,-0.029,1.852,0.014
146.464456,40,0.018,2,-0.009,0.031,1.873
146.464688,40,0.018,0,-0.029,-0.006,1.897
146.464943,40,0.018,4,-0.026,1.931,0.007
146.465033,40,0.018,2,-0.022,0.047,1.965
146.465268,40,0.018,0,-0.041,-0.01,1.97
146.465524,40,0.018,4,-0.03,1.994,0.01
146.465611,40,0.018,2,-0.041,0.05,2.023
146.465849,40,0.018,0,-0.035,-0.015,2.024
146.466104,40,0.018,4,-0.029,2.03,0.018
146.466189,40,0.018,2,-0.036,0.049,2.062
146.466429,40,0.018,0,-0.015,-0.017,2.063
146.466685,40,0.018,4,-0.032,2.049,0.013
146.466766,40,0.018,2,-0.025,0.038,2.083
146.467009,40,0.018,0,-0.037,-0.007,2.058
146.467266,40,0.018,4,-0.029,2.043,0.014
146.467343,40,0.018,2,-0.014,0.038,2.079
146.46759,40,0.018,0,-0.03,-0.003,2.045
146.467846,40,0.018,4,-0.032,2.01,0.012
146.467921,40,0.018,2,-0.015,0.022,2.051
146.46817,40,0.018,0,-0.021,0.016,2.016
146.468427,40,0.018,4,-0.032,1.959,0.015
146.468499,40,0.018,2,0.001,0.012,1.999
146.46875,40,0.018,0,-0.023,0.014,1.94
146.469008,40,0.018,4,-0.025,1.887,0.009
146.469076,40,0.018,2,0.002,0.018,1.929
146.46933,40,0.018,0,-0.002,0.014,1.857
146.469589,40,0.018,4,-0.022,1.791,0.012
146.469654,40,0.018,2,0.007,0.01,1.834
146.469911,40,0.018,0,0.007,0.008,1.77
146.470169,40,0.018,4,-0.028,1.682,0.009
149.367501,50,0.005,2,0.009,0.028,1.927
149.367771,50,0.005,0,-0.009,-0.009,1.865
149.368038,50,0.005,4,-0.025,1.788,0.017
149.368078,50,0.005,2,0.015,0.042,1.833
149.368351,50,0.005,0,-0.013,-0.027,1.765
149.368618,50,0.005,4,-0.018,1.672,0.004
149.368655,50,0.005,2,0.025,0.051,1.726
149.368932,50,0.005,0,-0.008,-0.023,1.653
149.369199,50,0.005,4,-0.021,1.547,0.008
149.369235,50,0.005,2,0.031,0.038,1.593
149.369512,50,0.005,0,-0.007,-0.028,1.514
149.369779,50,0.005,4,-0.013,1.41,0.013
149.369815,50,0.005,2,0.047,0.042,1.459
149.370093,50,0.005,0,-0.008,-0.014,1.367
149.37036,50,0.005,4,-0.011,1.262,0.011
